Name,Position,Team,Penalty Count,Yards,Declined,Offsetting,Total Flags,Pre-Snap,Count per Game,Yards per Game,Percent of Team,Penalty Types,Year
A.Norwell,OL,Jacksonville,8,58,1,1,10,4,0.47,3.41,9.62,"Offensive Holding (5), False Start (4), Face Mask (15 Yards) (1)",2021
B.Parker,OL,Las Vegas,9,65,1,0,10,5,0.5,3.61,7.63,"False Start (5), Offensive Holding (5)",2021
W.Teller,OL,Cleveland,9,89,1,0,10,1,0.53,5.24,8.93,"Offensive Holding (7), False Start (1), Unnecessary Roughness (1), Illegal Block Above the Waist (1)",2021
P.Brown,TE,Houston,9,72,1,0,10,4,0.53,4.24,8.77,"False Start (4), Offensive Holding (3), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Offensive Pass Interference (1)",2021
J.Jones,OL,Arizona,10,68,0,0,10,5,0.56,3.78,8.26,"False Start (5), Offensive Holding (4), Ineligible Downfield Pass (1)",2021
T.Biadasz,OL,Dallas,9,61,0,1,10,6,0.5,3.39,7.09,"False Start (6), Offensive Holding (2), Unnecessary Roughness (1), Taunting (1)",2021
L.Sneed,DB,Kansas City,10,95,0,0,10,0,0.5,4.75,8.55,"Defensive Pass Interference (5), Illegal Use of Hands (2), Face Mask (15 Yards) (1), Roughing the Passer (1), Horse Collar Tackle (1)",2021
F.Moreau,CB,Atlanta,7,87,3,0,10,0,0.41,5.12,10.75,"Defensive Pass Interference (7), Defensive Holding (3)",2021
M.McDowell,DT,Cleveland,9,75,1,0,10,4,0.53,4.41,8.93,"Unnecessary Roughness (3), Roughing the Passer (2), Neutral Zone Infraction (2), Face Mask (15 Yards) (1), Defensive Offside (1), Encroachment (1)",2021
L.Eichenberg,OL,Miami,7,44,2,1,10,4,0.41,2.59,9.52,"Offensive Holding (5), False Start (4), Ineligible Downfield Pass (1)",2021
J.Norman,CB,San Francisco,7,95,3,0,10,0,0.35,4.75,8.2,"Defensive Pass Interference (6), Defensive Holding (3), Taunting (1)",2021
D.Smith,OL,Tampa Bay,7,53,0,2,9,3,0.37,2.79,8.57,"Offensive Holding (5), False Start (3), Illegal Use of Hands (1)",2021
G.Bolles,OL,Denver,6,50,3,0,9,2,0.35,2.94,10.84,"Offensive Holding (6), False Start (1), Illegal Use of Hands (1), Illegal Formation (1)",2021
D.Dawkins,OL,Buffalo,7,70,1,1,9,1,0.37,3.68,7.56,"Offensive Holding (7), False Start (1), Unnecessary Roughness (1)",2021
D.Johnson,WR,Pittsburgh,8,50,0,1,9,6,0.44,2.78,8.18,"False Start (6), Offensive Pass Interference (2), Offensive Holding (1)",2021
I.Wynn,OL,New England,8,65,1,0,9,3,0.44,3.61,9,"Offensive Holding (5), False Start (3), Illegal Use of Hands (1)",2021
M.Crosby,DL,Las Vegas,8,70,1,0,9,5,0.44,3.89,6.87,"Defensive Offside (3), Roughing the Passer (3), Neutral Zone Infraction (2), Unnecessary Roughness (1)",2021
D.Daley,G,Carolina,9,70,0,0,9,3,0.53,4.12,8.41,"Offensive Holding (5), False Start (3), Ineligible Downfield Pass (1)",2021
J.Ramsey,DB,LA Rams,5,57,2,2,9,0,0.24,2.71,10,"Defensive Pass Interference (2), Defensive Holding (2), Taunting (2), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Illegal Use of Hands (1)",2021
E.Fisher,T,Indianapolis,6,35,3,0,9,5,0.35,2.06,11.84,"False Start (4), Offensive Holding (2), Illegal Use of Hands (1), Tripping (1), Illegal Formation (1)",2021
K.Green,OL,Pittsburgh,6,55,1,2,9,0,0.33,3.06,8.18,"Offensive Holding (6), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Ineligible Downfield Pass (1)",2021
L.Collins,T,Dallas,8,75,0,0,8,3,0.44,4.17,5.67,"False Start (3), Offensive Holding (3), Face Mask (15 Yards) (1), Disqualification (1)",2021
C.Jones,DL,Kansas City,6,35,2,0,8,6,0.3,1.75,6.84,"Defensive Offside (4), Encroachment (2), Roughing the Passer (1), Defensive Holding (1)",2021
Tyr.Smith,OL,Dallas,7,65,1,0,8,2,0.39,3.61,5.67,"Offensive Holding (5), Illegal Formation (2), Illegal Use of Hands (1)",2021
M.Davis,DB,LA Chargers,5,34,3,0,8,0,0.29,2,6.9,"Defensive Holding (4), Defensive Pass Interference (2), Illegal Contact (2)",2021
J.Daniels,OL,Chicago,6,48,1,1,8,1,0.35,2.82,7.55,"Offensive Holding (4), Ineligible Downfield Pass (2), False Start (1), Low Block (1)",2021
W.Hernandez,G,N.Y. Giants,6,35,2,0,8,4,0.35,2.06,9.09,"False Start (4), Offensive Holding (2), Illegal Use of Hands (1), Ineligible Downfield Pass (1)",2021
N.Fant,TE,Denver,8,52,0,0,8,5,0.47,3.06,9.64,"False Start (4), Offensive Holding (2), Illegal Block Above the Waist (1), Illegal Formation (1)",2021
T.Hockenson,TE,Detroit,6,40,2,0,8,4,0.35,2.35,7.62,"False Start (4), Offensive Holding (3), Low Block (1)",2021
G.Bradbury,OL,Minnesota,5,45,3,0,8,1,0.29,2.65,7.21,"Offensive Holding (6), False Start (1), Tripping (1)",2021
T.Howard,OL,Houston,7,55,1,0,8,3,0.41,3.24,7.02,"Offensive Holding (4), False Start (3), Ineligible Downfield Pass (1)",2021
A.Oruwariye,DB,Detroit,8,70,0,0,8,0,0.47,4.12,7.62,"Defensive Pass Interference (5), Illegal Use of Hands (2), Defensive Holding (1)",2021
C.Claypool,WR,Pittsburgh,8,83,0,0,8,1,0.44,4.61,7.27,"Offensive Pass Interference (3), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Illegal Block Above the Waist (1), Unsportsmanlike Conduct (1), Illegal Formation (1)",2021
T.Steele,OL,Dallas,8,60,0,0,8,4,0.44,3.33,5.67,"False Start (3), Offensive Holding (2), Unnecessary Roughness (1), Illegal Use of Hands (1), Illegal Formation (1)",2021
T.Williams,OL,San Francisco,6,60,1,1,8,2,0.3,3,6.56,"Offensive Holding (5), False Start (1), Face Mask (15 Yards) (1), Illegal Shift (1)",2021
J.Mayfield,OL,Atlanta,7,39,1,0,8,6,0.41,2.29,8.6,"False Start (6), Offensive Holding (2)",2021
M.Collins,DL,Houston,6,66,1,1,8,2,0.35,3.88,7.02,"Roughing the Passer (4), Defensive Offside (1), Horse Collar Tackle (1), Encroachment (1), Defensive Holding (1)",2021
J.Thuney,OL,Kansas City,7,50,1,0,8,3,0.35,2.5,6.84,"Offensive Holding (4), False Start (3), Ineligible Downfield Pass (1)",2021
T.Smith,OL,Kansas City,8,79,0,0,8,1,0.4,3.95,6.84,"Offensive Holding (6), False Start (1), Unsportsmanlike Conduct (1)",2021
M.Judon,LB,New England,6,60,1,1,8,2,0.33,3.33,8,"Roughing the Passer (2), Defensive Holding (2), Unnecessary Roughness (1), Defensive Offside (1), Neutral Zone Infraction (1), Running Into the Kicker (1)",2021
W.Jackson,DB,Washington,7,103,1,0,8,0,0.41,6.06,9.76,"Defensive Pass Interference (5), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Illegal Use of Hands (1)",2021
S.Brown,OL,Buffalo,7,56,0,1,8,2,0.37,2.95,6.72,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (1), Taunting (1)",2021
B.Facyson,DB,Las Vegas,8,79,0,0,8,0,0.44,4.39,6.11,"Defensive Pass Interference (3), Unnecessary Roughness (2), Defensive Holding (2), Illegal Contact (1)",2021
E.Griffen,DE,Minnesota,7,65,0,0,7,2,0.41,3.82,6.31,"Roughing the Passer (3), Illegal Use of Hands (2), Defensive Offside (2)",2021
L.Johnson,OL,Philadelphia,6,45,1,0,7,2,0.33,2.5,6.31,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (1)",2021
J.Matthews,OL,Atlanta,7,50,0,0,7,4,0.41,2.94,7.53,"False Start (4), Offensive Holding (3)",2021
T.Kelce,TE,Kansas City,6,45,0,1,7,3,0.3,2.25,5.98,"False Start (3), Offensive Pass Interference (2), Offensive Holding (1), Low Block (1)",2021
T.Decker,OL,Detroit,6,40,1,0,7,4,0.35,2.35,6.67,"False Start (4), Offensive Holding (3)",2021
D.Barnett,DL,Philadelphia,7,47,0,0,7,4,0.39,2.61,6.31,"Defensive Offside (3), Roughing the Passer (2), Unnecessary Roughness (1), Neutral Zone Infraction (1)",2021
M.Humphrey,DB,Baltimore,7,54,0,0,7,1,0.41,3.18,6.86,"Defensive Holding (3), Defensive Pass Interference (2), Offensive Holding (1), Defensive Offside (1)",2021
J.Poyer,DB,Buffalo,7,62,0,0,7,0,0.37,3.26,5.88,"Unnecessary Roughness (2), Defensive Holding (2), Defensive Pass Interference (1), Illegal Contact (1), Illegal Use of Hands (1)",2021
C.Sutton,WR,Denver,5,45,1,1,7,1,0.29,2.65,8.43,"Offensive Pass Interference (4), False Start (1), Offensive Holding (1), Illegal Block Above the Waist (1)",2021
S.Neal,DB,Buffalo,6,65,1,0,7,0,0.32,3.42,5.88,"Defensive Pass Interference (2), Defensive Holding (2), Offensive Holding (1), Illegal Block Above the Waist (1), Illegal Use of Hands (1)",2021
N.Shepherd,DL,N.Y. Jets,7,50,0,0,7,3,0.41,2.94,6.86,"Roughing the Passer (2), Defensive Holding (2), Neutral Zone Infraction (2), Defensive Offside (1)",2021
D.Metcalf,WR,Seattle,4,45,2,1,7,1,0.24,2.65,7.22,"Offensive Holding (2), False Start (1), Offensive Pass Interference (1), Unsportsmanlike Conduct (1), Disqualification (1), Taunting (1)",2021
E.McCoy,OL,New Orleans,7,55,0,0,7,3,0.41,3.24,7.07,"False Start (3), Offensive Holding (3), Illegal Use of Hands (1)",2021
B.Murphy,DB,Arizona,6,47,1,0,7,0,0.33,2.61,5.79,"Unnecessary Roughness (2), Defensive Holding (2), Illegal Contact (1), Illegal Use of Hands (1), Taunting (1)",2021
J.Mailata,OL,Philadelphia,7,55,0,0,7,3,0.39,3.06,6.31,"False Start (3), Offensive Holding (2), Face Mask (15 Yards) (1), Ineligible Downfield Pass (1)",2021
D.Jones,DL,Denver,6,60,1,0,7,2,0.35,3.53,8.43,"Unnecessary Roughness (1), Roughing the Passer (1), Illegal Use of Hands (1), Defensive Offside (1), Encroachment (1), Defensive Holding (1), Leverage (1)",2021
J.Jackson,OL,Detroit,7,56,0,0,7,2,0.41,3.29,6.67,"Offensive Holding (3), False Start (2), Unsportsmanlike Conduct (2)",2021
K.Beachum,OL,Arizona,6,35,0,1,7,4,0.33,1.94,5.79,"False Start (4), Unnecessary Roughness (1), Offensive Holding (1), Ineligible Downfield Pass (1)",2021
L.Floyd,LB,LA Rams,6,31,0,1,7,6,0.29,1.48,7.78,"Defensive Offside (6), Roughing the Passer (1)",2021
R.Hunt,OL,Miami,6,40,1,0,7,3,0.35,2.35,6.67,"False Start (3), Offensive Holding (3), Illegal Touch Pass (1)",2021
Ma.Wilson,DB,Arizona,6,79,1,0,7,0,0.33,4.39,5.79,"Defensive Pass Interference (5), Defensive Holding (2)",2021
K.Zeitler,OL,Baltimore,7,55,0,0,7,2,0.41,3.24,6.86,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (1)",2021
E.Sanders,WR,Buffalo,5,35,2,0,7,4,0.26,1.84,5.88,"False Start (3), Offensive Pass Interference (2), Offensive Holding (1), Illegal Motion (1)",2021
T.Jenkins,OL,Chicago,6,40,1,0,7,3,0.35,2.35,6.6,"False Start (3), Offensive Holding (3), Unnecessary Roughness (1)",2021
J.Clowney,DL,Cleveland,6,50,1,0,7,5,0.35,2.94,6.25,"Defensive Offside (4), Roughing the Passer (1), Unsportsmanlike Conduct (1), Encroachment (1)",2021
O.Brown,OL,Kansas City,4,25,3,0,7,2,0.2,1.25,5.98,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (1)",2021
A.Samuel,DB,LA Chargers,4,109,2,1,7,1,0.24,6.41,6.03,"Defensive Pass Interference (5), Defensive Offside (1), Defensive Holding (1)",2021
P.Adebo,DB,New Orleans,6,76,1,0,7,0,0.35,4.47,7.07,"Defensive Pass Interference (4), Illegal Use of Hands (2), Unnecessary Roughness (1)",2021
J.Jenkins,CB,Tennessee,6,60,1,0,7,0,0.33,3.33,6.67,"Defensive Pass Interference (3), Face Mask (15 Yards) (2), Illegal Contact (1), Defensive Holding (1)",2021
C.Heyward,DL,Pittsburgh,6,31,0,0,6,4,0.33,1.72,5.45,"Unnecessary Roughness (2), Defensive Offside (2), Encroachment (2)",2021
B.Scherff,G,Washington,5,34,0,1,6,3,0.29,2,7.32,"False Start (3), Offensive Holding (3)",2021
R.Kelly,OL,Indianapolis,4,36,2,0,6,0,0.24,2.12,7.89,"Offensive Holding (4), Face Mask (15 Yards) (1), Ineligible Downfield Pass (1)",2021
A.Whitworth,OL,LA Rams,4,45,2,0,6,0,0.19,2.14,6.67,"Offensive Holding (4), Unnecessary Roughness (1), Illegal Use of Hands (1)",2021
L.Tomlinson,OL,San Francisco,6,45,0,0,6,3,0.3,2.25,4.92,"False Start (3), Offensive Holding (3)",2021
T.White,DB,Buffalo,5,48,1,0,6,0,0.26,2.53,5.04,"Defensive Holding (4), Unnecessary Roughness (1), Defensive Pass Interference (1)",2021
M.Lattimore,DB,New Orleans,5,58,1,0,6,0,0.29,3.41,6.06,"Unnecessary Roughness (3), Defensive Pass Interference (3)",2021
N.Solder,T,N.Y. Giants,4,30,2,0,6,1,0.24,1.76,6.82,"Offensive Holding (3), Ineligible Downfield Pass (2), False Start (1)",2021
D.Jackson,DB,Carolina,6,82,0,0,6,1,0.35,4.82,5.61,"Defensive Pass Interference (5), Neutral Zone Infraction (1)",2021
K.Miller,OL,Las Vegas,4,25,2,0,6,2,0.22,1.39,4.58,"False Start (2), Offensive Holding (2), Illegal Use of Hands (1), Ineligible Downfield Pass (1)",2021
C.Davis,DB,Tampa Bay,6,57,0,0,6,0,0.32,3,5.71,"Defensive Pass Interference (2), Defensive Holding (2), Unnecessary Roughness (1), Face Mask (15 Yards) (1)",2021
B.Smith,OL,Indianapolis,5,35,1,0,6,3,0.29,2.06,7.89,"Illegal Formation (2), Offensive Holding (2), False Start (1), Ineligible Downfield Pass (1)",2021
C.Goodwin,DB,Dallas,5,29,0,1,6,3,0.28,1.61,4.26,"Neutral Zone Infraction (2), Face Mask (15 Yards) (1), Offensive Holding (1), Defensive Offside (1), Player Out of Bounds on Kick (1)",2021
U.Amadi,DB,Seattle,6,51,0,0,6,0,0.35,3,6.19,"Defensive Holding (5), Defensive Pass Interference (1)",2021
S.Barrett,LB,Tampa Bay,6,35,0,0,6,5,0.32,1.84,5.71,"Neutral Zone Infraction (3), Defensive Offside (2), Illegal Block Above the Waist (1)",2021
R.Saffold,G,Tennessee,5,35,1,0,6,2,0.28,1.94,5.71,"False Start (2), Offensive Holding (2), Illegal Touch Pass (1), Ineligible Downfield Pass (1)",2021
J.Simmons,DL,Tennessee,5,49,1,0,6,2,0.28,2.72,5.71,"Unnecessary Roughness (2), Roughing the Passer (1), Illegal Use of Hands (1), Defensive Offside (1), Illegal Substitution (1)",2021
Q.Williams,DL,N.Y. Jets,5,24,1,0,6,3,0.29,1.41,5.88,"Defensive Holding (2), Illegal Use of Hands (1), Defensive Offside (1), Encroachment (1), Neutral Zone Infraction (1)",2021
L.Wallace,CB,Buffalo,6,75,0,0,6,0,0.32,3.95,5.04,"Defensive Pass Interference (3), Taunting (2), Defensive Holding (1)",2021
I.Prince,OL,Cincinnati,4,30,2,0,6,3,0.19,1.43,6.45,"False Start (2), Offensive Holding (1), Illegal Use of Hands (1), Illegal Formation (1), Ineligible Downfield Pass (1)",2021
D.Williams,OL,Buffalo,6,39,0,0,6,2,0.32,2.05,5.04,"False Start (2), Offensive Holding (2), Ineligible Downfield Pass (2)",2021
K.Vildor,DB,Chicago,4,57,2,0,6,0,0.24,3.35,5.66,"Defensive Pass Interference (4), Defensive Holding (1), Player Out of Bounds on Kick (1)",2021
R.Quinn,LB,Chicago,4,30,2,0,6,5,0.24,1.76,5.66,"Defensive Offside (3), Neutral Zone Infraction (2), Unnecessary Roughness (1)",2021
L.Cushenberry,OL,Denver,6,45,0,0,6,2,0.35,2.65,7.23,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (1)",2021
C.Jackson,DB,Tennessee,5,31,1,0,6,0,0.28,1.72,5.71,"Defensive Pass Interference (2), Defensive Holding (2), Illegal Contact (1), Illegal Block Above the Waist (1)",2021
A.Green,WR,Arizona,5,36,1,0,6,2,0.28,2,4.96,"Offensive Holding (3), False Start (2), Offensive Pass Interference (1)",2021
A.Ogletree,LB,Chicago,4,40,1,1,6,0,0.24,2.35,5.66,"Defensive Holding (4), Unsportsmanlike Conduct (1), Taunting (1)",2021
T.Hill,OL,Cincinnati,5,36,1,0,6,1,0.24,1.71,6.45,"Offensive Holding (4), False Start (1), Illegal Use of Hands (1)",2021
G.Christian,OL,Houston,5,40,1,0,6,2,0.29,2.35,5.26,"Offensive Holding (4), False Start (2)",2021
M.Pryor,OL,Indianapolis,6,50,0,0,6,2,0.35,2.94,7.89,"Offensive Holding (4), False Start (2)",2021
R.Jenkins,DB,Jacksonville,6,83,0,0,6,0,0.35,4.88,5.77,"Taunting (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Defensive Holding (1), Disqualification (1)",2021
C.Manhertz,TE,Jacksonville,6,50,0,0,6,3,0.35,2.94,5.77,"False Start (3), Offensive Pass Interference (1), Offensive Holding (1), Illegal Blindside Block (1)",2021
C.Linsley,OL,LA Chargers,5,35,1,0,6,1,0.29,2.06,5.17,"Offensive Holding (3), Ineligible Downfield Pass (2), False Start (1)",2021
M.Feiler,OL,LA Chargers,6,38,0,0,6,2,0.35,2.24,5.17,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (1)",2021
J.Coleman,CB,Miami,5,44,1,0,6,2,0.29,2.59,5.71,"Neutral Zone Infraction (2), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Illegal Contact (1), Defensive Holding (1)",2021
B.Breeland,CB,Minnesota,5,81,1,0,6,0,0.29,4.76,5.41,"Defensive Pass Interference (5), Defensive Holding (1)",2021
J.Smith,TE,New England,5,40,1,0,6,2,0.28,2.22,6,"Offensive Holding (4), False Start (2)",2021
B.Echols,DB,N.Y. Jets,4,66,1,1,6,0,0.24,3.88,5.88,"Defensive Pass Interference (3), Defensive Holding (3)",2021
S.Lawson,DE,N.Y. Jets,5,55,1,0,6,2,0.29,3.24,5.88,"Roughing the Passer (2), Defensive Offside (2), Face Mask (15 Yards) (1), Illegal Use of Hands (1)",2021
A.Vera-Tucker,OL,N.Y. Jets,5,40,1,0,6,1,0.29,2.35,5.88,"Offensive Holding (3), Ineligible Downfield Pass (2), False Start (1)",2021
R.Slater,OL,LA Chargers,6,45,0,0,6,3,0.35,2.65,5.17,"False Start (3), Offensive Holding (3)",2021
M.Ryan,QB,Atlanta,5,54,0,0,5,0,0.29,3.18,5.38,"Intentional Grounding (3), Illegal Forward Pass (1), Taunting (1)",2021
H.Smith,DB,Minnesota,5,45,0,0,5,0,0.29,2.65,4.5,"Unnecessary Roughness (1), Illegal Contact (1), Illegal Use of Hands (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",2021
J.Doyle,TE,Indianapolis,4,25,1,0,5,3,0.24,1.47,6.58,"False Start (3), Offensive Pass Interference (1), Offensive Holding (1)",2021
M.Alexander,CB,Minnesota,5,57,0,0,5,1,0.29,3.35,4.5,"Defensive Pass Interference (2), Defensive Holding (2), Neutral Zone Infraction (1)",2021
A.Brown,DB,Dallas,5,96,0,0,5,0,0.28,5.33,3.55,"Defensive Pass Interference (4), Illegal Contact (1)",2021
D.Brown,T,Seattle,5,27,0,0,5,4,0.29,1.59,5.15,"False Start (4), Offensive Holding (1)",2021
L.Patrick,G,Green Bay,4,36,1,0,5,1,0.22,2,6.76,"Offensive Holding (3), False Start (1), Illegal Blindside Block (1)",2021
Q.Nelson,OL,Indianapolis,4,35,1,0,5,1,0.24,2.06,6.58,"Offensive Holding (4), False Start (1)",2021
J.Jackson,DB,New England,5,46,0,0,5,0,0.28,2.56,5,"Defensive Pass Interference (3), Defensive Holding (1), Illegal Blindside Block (1)",2021
B.O'Neill,OL,Minnesota,5,30,0,0,5,4,0.29,1.76,4.5,"False Start (4), Offensive Holding (1)",2021
D.Leonard,LB,Indianapolis,4,50,1,0,5,0,0.24,2.94,6.58,"Unnecessary Roughness (1), Face Mask (15 Yards) (1), Roughing the Passer (1), Defensive Holding (1), Illegal Forward Pass (1)",2021
M.McGlinchey,OL,San Francisco,5,40,0,0,5,2,0.25,2,4.1,"Offensive Holding (3), False Start (2)",2021
C.Whitehair,OL,Chicago,4,35,1,0,5,0,0.24,2.06,4.72,"Offensive Holding (3), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2021
F.Clark,DL,Kansas City,5,33,0,0,5,4,0.25,1.65,4.27,"Neutral Zone Infraction (2), Defensive Offside (2), Roughing the Passer (1)",2021
C.Ferrell,DL,Las Vegas,4,36,1,0,5,2,0.22,2,3.82,"Defensive Offside (2), Face Mask (15 Yards) (1), Roughing the Passer (1), Leverage (1)",2021
J.Dean,DB,Tampa Bay,5,85,0,0,5,0,0.26,4.47,4.76,"Defensive Pass Interference (3), Face Mask (15 Yards) (1), Defensive Holding (1)",2021
J.Tillery,DL,LA Chargers,5,35,0,0,5,1,0.29,2.06,4.31,"Roughing the Passer (2), Illegal Use of Hands (2), Encroachment (1)",2021
E.Oliver,DL,Buffalo,5,65,0,0,5,1,0.26,3.42,4.2,"Roughing the Passer (3), Unnecessary Roughness (1), Defensive Offside (1)",2021
B.Burns,LB,Carolina,4,50,1,0,5,2,0.24,2.94,4.67,"Roughing the Passer (3), Defensive Offside (2)",2021
J.Layne,CB,Pittsburgh,4,33,0,1,5,1,0.22,1.83,4.55,"Illegal Block Above the Waist (2), Face Mask (15 Yards) (1), Illegal Shift (1), Offensive Holding (1)",2021
A.Firkser,TE,Tennessee,4,18,1,0,5,3,0.22,1,4.76,"False Start (3), Offensive Pass Interference (2)",2021
T.Mullen,CB,Las Vegas,4,66,1,0,5,0,0.22,3.67,3.82,"Defensive Pass Interference (2), Illegal Contact (1), Illegal Use of Hands (1), Defensive Holding (1)",2021
W.Harris,DB,Detroit,5,54,0,0,5,0,0.29,3.18,4.76,"Defensive Pass Interference (1), Face Mask (15 Yards) (1), Illegal Contact (1), Illegal Block Above the Waist (1), Defensive Holding (1)",2021
C.Sutton,DB,Pittsburgh,4,24,1,0,5,2,0.22,1.33,4.55,"Defensive Pass Interference (2), Defensive Offside (2), Defensive Holding (1)",2021
R.Fenton,DB,Kansas City,4,38,0,1,5,0,0.2,1.9,4.27,"Defensive Pass Interference (3), Defensive Holding (1), Taunting (1)",2021
B.Snell,RB,Pittsburgh,4,38,1,0,5,1,0.22,2.11,4.55,"Offensive Holding (2), False Start (1), Running Into the Kicker (1), Illegal Double-Team Block (1)",2021
S.Mustipher,OL,Chicago,5,40,0,0,5,1,0.29,2.35,4.72,"Offensive Holding (3), False Start (1), Ineligible Downfield Pass (1)",2021
A.James,OL,Las Vegas,5,45,0,0,5,1,0.28,2.5,3.82,"Offensive Holding (4), False Start (1)",2021
C.Young,DL,Washington,4,33,1,0,5,3,0.24,1.94,6.1,"Roughing the Passer (2), Neutral Zone Infraction (2), Defensive Offside (1)",2021
M.Pittman,WR,Indianapolis,4,35,0,1,5,1,0.24,2.06,6.58,"Offensive Pass Interference (3), False Start (1), Disqualification (1)",2021
G.Ifedi,OL,Chicago,5,24,0,0,5,5,0.29,1.41,4.72,False Start (5),2021
V.Jefferson,WR,LA Rams,5,45,0,0,5,1,0.24,2.14,5.56,"Offensive Holding (2), False Start (1), Offensive Pass Interference (1), Illegal Block Above the Waist (1)",2021
A.Thomas,OL,N.Y. Giants,5,30,0,0,5,4,0.29,1.76,5.68,"False Start (4), Offensive Holding (1)",2021
M.Hennessy,OL,Atlanta,4,30,1,0,5,2,0.24,1.76,5.38,"Offensive Holding (3), False Start (2)",2021
J.Johnson,DB,Chicago,4,44,1,0,5,0,0.24,2.59,4.72,"Defensive Pass Interference (2), Defensive Holding (2), Illegal Contact (1)",2021
D.Parham,TE,LA Chargers,5,45,0,0,5,1,0.29,2.65,4.31,"Offensive Holding (4), False Start (1)",2021
J.Hurst,OL,New Orleans,4,30,1,0,5,2,0.24,1.76,5.05,"Offensive Holding (3), False Start (2)",2021
J.Bradberry,CB,N.Y. Giants,5,49,0,0,5,0,0.29,2.88,5.68,"Defensive Pass Interference (3), Illegal Contact (1), Defensive Holding (1)",2021
D.Mims,WR,N.Y. Jets,5,40,0,0,5,3,0.29,2.35,4.9,"False Start (2), Illegal Use of Hands (1), Illegal Formation (1), Illegal Blindside Block (1)",2021
K.Dotson,OL,Pittsburgh,5,43,0,0,5,1,0.28,2.39,4.55,"Offensive Holding (4), False Start (1)",2021
A.Robinson,DL,Seattle,4,27,1,0,5,3,0.24,1.59,5.15,"Defensive Offside (3), Unnecessary Roughness (1), Running Into the Kicker (1)",2021
D.Reed,CB,Seattle,4,38,0,1,5,0,0.24,2.24,5.15,"Defensive Pass Interference (3), Defensive Holding (1), Taunting (1)",2021
K.Fulton,DB,Tennessee,4,54,0,1,5,0,0.22,3,4.76,"Defensive Pass Interference (3), Unnecessary Roughness (1), Face Mask (15 Yards) (1)",2021
E.Brown,OL,Detroit,4,29,1,0,5,2,0.24,1.71,4.76,"Offensive Holding (3), False Start (2)",2021
C.Erving,OL,Carolina,4,30,1,0,5,2,0.24,1.76,4.67,"False Start (2), Offensive Holding (2), Face Mask (15 Yards) (1)",2021
E.Apple,DB,Cincinnati,5,72,0,0,5,0,0.24,3.43,5.38,"Defensive Pass Interference (4), Defensive Holding (1)",2021
J.Carman,OL,Cincinnati,4,20,0,1,5,4,0.19,0.95,5.38,"False Start (4), Offensive Holding (1)",2021
T.Hill,CB,Cleveland,4,38,1,0,5,0,0.24,2.24,4.46,"Defensive Pass Interference (2), Illegal Contact (1), Illegal Block Above the Waist (1), Defensive Holding (1)",2021
M.Jackson,DT,Cleveland,4,30,0,1,5,1,0.24,1.76,4.46,"Defensive Holding (2), Roughing the Passer (1), Unsportsmanlike Conduct (1), Encroachment (1)",2021
N.Wright,DB,Dallas,4,25,1,0,5,1,0.22,1.39,3.55,"Illegal Block Above the Waist (2), False Start (1), Defensive Pass Interference (1), Illegal Use of Hands (1)",2021
K.Fuller,CB,Denver,5,52,0,0,5,0,0.29,3.06,6.02,"Defensive Pass Interference (4), Illegal Contact (1)",2021
R.Newman,OL,Green Bay,4,24,1,0,5,2,0.22,1.33,6.76,"Offensive Holding (3), False Start (2)",2021
D.King,DB,Houston,4,41,1,0,5,1,0.24,2.41,4.39,"Defensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Neutral Zone Infraction (1)",2021
C.Humphrey,OL,Kansas City,4,38,1,0,5,0,0.2,1.9,4.27,"Offensive Holding (4), Ineligible Downfield Pass (1)",2021
Y.Ngakoue,DE,Las Vegas,5,45,0,0,5,3,0.28,2.5,3.82,"Defensive Offside (2), Unnecessary Roughness (1), Roughing the Passer (1), Neutral Zone Infraction (1)",2021
S.Thomas,DT,Las Vegas,4,29,0,1,5,3,0.22,1.61,3.82,"Neutral Zone Infraction (2), Roughing the Passer (1), Unsportsmanlike Conduct (1), Encroachment (1)",2021
K.Crossen,DB,N.Y. Giants,5,55,0,0,5,1,0.29,3.24,5.68,"Offensive Holding (2), Unnecessary Roughness (1), Defensive Offside (1), Unsportsmanlike Conduct (1)",2021
J.Hardee,DB,N.Y. Jets,5,70,0,0,5,0,0.29,4.12,4.9,"Fair Catch Interference (2), Offensive Holding (1), Unsportsmanlike Conduct (1), Taunting (1)",2021
L.Dickerson,OL,Philadelphia,5,35,0,0,5,2,0.28,1.94,4.5,"False Start (2), Offensive Holding (2), Ineligible Downfield Pass (1)",2021
