Name,Position,Team,Penalty Count,Yards,Declined,Offsetting,Total Flags,Pre-Snap,Count per Game,Yards per Game,Percent of Team,Penalty Types,Year
A.Lewis,OL,N.Y. Jets,6,58,0,0,6,1,0.38,3.63,5.17,"Offensive Holding (4), False Start (1), Face Mask (15 Yards) (1)",2019
J.Pierre-Paul,LB,Tampa Bay,5,35,1,0,6,5,0.31,2.19,4.48,"Defensive Offside (3), Neutral Zone Infraction (2), Illegal Blindside Block (1)",2019
J.Watt,DE,Houston,5,46,0,0,5,3,0.28,2.56,4.1,"Neutral Zone Infraction (3), Roughing the Passer (2)",2019
T.Williams,CB,Green Bay,5,45,0,0,5,0,0.28,2.5,4.55,"Defensive Pass Interference (2), Unnecessary Roughness (1), Illegal Use of Hands (1), Defensive Holding (1)",2019
L.Johnson,OL,Philadelphia,4,30,1,0,5,2,0.24,1.76,4.63,"False Start (2), Offensive Holding (2), Illegal Use of Hands (1)",2019
M.Jenkins,SS,Philadelphia,4,39,1,0,5,0,0.24,2.29,4.63,"Unnecessary Roughness (1), Roughing the Passer (1), Illegal Block Above the Waist (1), Illegal Use of Hands (1), Defensive Holding (1)",2019
A.Marpet,G,Tampa Bay,4,30,1,0,5,2,0.25,1.88,3.73,"Offensive Holding (3), False Start (2)",2019
B.Dupree,LB,Pittsburgh,5,39,0,0,5,3,0.31,2.44,4.5,"Defensive Offside (2), Defensive Pass Interference (1), Roughing the Passer (1), Neutral Zone Infraction (1)",2019
T.Boston,DB,Carolina,5,56,0,0,5,0,0.31,3.5,5.75,"Unnecessary Roughness (3), Face Mask (15 Yards) (1), Horse Collar Tackle (1)",2019
P.Williams,DB,New Orleans,5,35,0,0,5,0,0.29,2.06,3.97,"Defensive Holding (3), Illegal Use of Hands (1), Lowering the Head to Initiate Contact (1)",2019
R.Stanley,OL,Baltimore,4,30,1,0,5,3,0.24,1.76,4.31,"Illegal Formation (2), Offensive Holding (2), False Start (1)",2019
J.Norman,CB,Washington,4,12,1,0,5,1,0.25,0.75,4.72,"Defensive Holding (2), Defensive Pass Interference (1), Face Mask (15 Yards) (1), Defensive Offside (1)",2019
M.Schwartz,T,Kansas City,4,40,1,0,5,0,0.21,2.11,4.03,"Offensive Holding (4), Illegal Block Above the Waist (1)",2019
Y.Ngakoue,DE,Jacksonville,5,45,0,0,5,3,0.31,2.81,3.79,"Roughing the Passer (2), Defensive Offside (2), Neutral Zone Infraction (1)",2019
J.Mills,SS,Philadelphia,4,40,1,0,5,0,0.24,2.35,4.63,"Defensive Pass Interference (3), Defensive Holding (2)",2019
H.Vaitai,T,Philadelphia,4,40,1,0,5,1,0.24,2.35,4.63,"Offensive Holding (4), Illegal Formation (1)",2019
J.Bosa,DL,LA Chargers,4,29,1,0,5,4,0.25,1.81,4.85,"Defensive Offside (3), Roughing the Passer (1), Neutral Zone Infraction (1)",2019
K.Clark,DL,Green Bay,5,31,0,0,5,1,0.28,1.72,4.55,"Defensive Holding (2), Roughing the Passer (1), Defensive Offside (1), Unsportsmanlike Conduct (1)",2019
R.Woods,WR,LA Rams,4,30,1,0,5,3,0.25,1.88,4.24,"False Start (2), Unnecessary Roughness (1), Illegal Shift (1), Illegal Block Above the Waist (1)",2019
K.Juszczyk,RB,San Francisco,5,47,0,0,5,1,0.26,2.47,4.27,"False Start (1), Offensive Pass Interference (1), Offensive Holding (1), Illegal Block Above the Waist (1), Low Block (1)",2019
L.Tomlinson,OL,San Francisco,4,30,1,0,5,2,0.21,1.58,4.27,"Offensive Holding (3), False Start (2)",2019
W.Schweitzer,G,Atlanta,5,35,0,0,5,3,0.31,2.19,4.2,"False Start (3), Offensive Holding (2)",2019
B.Scarlett,LB,Houston,4,32,0,1,5,2,0.22,1.78,4.1,"Unnecessary Roughness (1), Defensive Offside (1), Horse Collar Tackle (1), Defensive Holding (1), Neutral Zone Infraction (1)",2019
O.Howard,TE,Tampa Bay,5,40,0,0,5,1,0.31,2.5,3.73,"Offensive Holding (2), Offensive Pass Interference (2), False Start (1)",2019
A.Levine,DB,Baltimore,5,40,0,0,5,1,0.29,2.35,4.31,"Offensive Holding (3), Illegal Formation (1), Offside on Free Kick (1)",2019
C.Awuzie,CB,Dallas,4,71,1,0,5,0,0.25,4.44,4.59,"Defensive Pass Interference (3), Face Mask (15 Yards) (2)",2019
T.Murphy,DE,Buffalo,4,30,1,0,5,4,0.24,1.76,4.03,"Defensive Offside (3), Roughing the Passer (1), Encroachment (1)",2019
J.Landry,WR,Cleveland,4,36,1,0,5,2,0.25,2.25,4.1,"False Start (1), Illegal Shift (1), Illegal Crackback (1), Taunting (1), Illegal Blindside Block (1)",2019
N.Solder,T,N.Y. Giants,4,40,1,0,5,0,0.25,2.5,5.56,Offensive Holding (5),2019
F.Ragnow,OL,Detroit,5,34,0,0,5,3,0.31,2.13,4.42,"False Start (3), Offensive Holding (2)",2019
I.Yiadom,CB,Denver,5,50,0,0,5,0,0.31,3.13,4.5,"Defensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Unsportsmanlike Conduct (1)",2019
A.Adams,DB,Tampa Bay,4,50,1,0,5,0,0.25,3.13,3.73,"Lowering the Head to Initiate Contact (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Illegal Block Above the Waist (1)",2019
R.Harrison,SS,Jacksonville,5,51,0,0,5,0,0.31,3.19,3.79,"Defensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Taunting (1)",2019
J.Smith,LB,Dallas,5,45,0,0,5,0,0.31,2.81,4.59,"Defensive Holding (2), Defensive Pass Interference (1), Face Mask (15 Yards) (1), Roughing the Passer (1)",2019
D.Harris,TE,Cleveland,4,30,0,1,5,2,0.25,1.88,4.1,"False Start (2), Offensive Holding (2), Offensive Pass Interference (1)",2019
T.Nsekhe,T,Buffalo,5,30,0,0,5,4,0.29,1.76,4.03,"False Start (4), Offensive Holding (1)",2019
M.Remmers,T,N.Y. Giants,5,40,0,0,5,2,0.31,2.5,5.56,"Offensive Holding (3), False Start (2)",2019
A.Cooper,WR,Dallas,4,35,1,0,5,1,0.25,2.19,4.59,"Offensive Pass Interference (3), Illegal Shift (1), Offensive Holding (1)",2019
T.Brown,T,Las Vegas,4,16,1,0,5,4,0.25,1,3.88,"False Start (4), Offensive Holding (1)",2019
J.Dean,DB,Tampa Bay,5,75,0,0,5,0,0.31,4.69,3.73,"Defensive Pass Interference (1), Offensive Holding (1), Illegal Contact (1), Illegal Block Above the Waist (1), Defensive Holding (1)",2019
M.Jordan,G,Cincinnati,5,35,0,0,5,3,0.31,2.19,5.38,"False Start (3), Offensive Holding (2)",2019
T.Hockenson,TE,Detroit,5,45,0,0,5,2,0.31,2.81,4.42,"False Start (2), Offensive Holding (1), Illegal Block Above the Waist (1), Chop Block (1)",2019
T.Howard,OL,Houston,5,32,0,0,5,3,0.28,1.78,4.1,"False Start (3), Offensive Holding (1), Tripping (1)",2019
B.Roby,CB,Houston,4,30,1,0,5,0,0.22,1.67,4.1,"Defensive Holding (3), Illegal Contact (1), Unsportsmanlike Conduct (1)",2019
B.Burns,LB,Carolina,4,39,1,0,5,3,0.25,2.44,5.75,"Defensive Offside (3), Roughing the Passer (2)",2019
D.Dawson,CB,Denver,4,36,1,0,5,0,0.25,2.25,4.5,"Defensive Pass Interference (2), Defensive Holding (2), Illegal Use of Hands (1)",2019
N.Suh,DT,Tampa Bay,5,25,0,0,5,3,0.31,1.56,3.73,"Neutral Zone Infraction (3), Illegal Use of Hands (1), Defensive Holding (1)",2019
C.Blake,WR,Atlanta,4,30,0,1,5,0,0.25,1.88,4.2,"Offensive Holding (3), Unnecessary Roughness (1), Illegal Touch Kick (1)",2019
T.Brady,QB,New England,4,43,0,0,4,0,0.24,2.53,4.12,Intentional Grounding (4),2019
P.Peterson,CB,Arizona,4,43,0,0,4,1,0.25,2.69,3.31,"Defensive Holding (2), Defensive Pass Interference (1), Defensive Offside (1)",2019
B.Watson,TE,New England,4,35,0,0,4,1,0.24,2.06,4.12,"Offensive Pass Interference (2), False Start (1), Offensive Holding (1)",2019
P.McPhee,LB,Baltimore,4,37,0,0,4,2,0.24,2.18,3.45,"Roughing the Passer (2), Defensive Offside (1), Neutral Zone Infraction (1)",2019
D.Wolfe,DE,Denver,4,25,0,0,4,0,0.25,1.56,3.6,"Defensive Holding (3), Illegal Block Above the Waist (1)",2019
D.DeCastro,G,Pittsburgh,4,30,0,0,4,3,0.25,1.88,3.6,"False Start (3), Unnecessary Roughness (1)",2019
J.Doyle,TE,Indianapolis,4,40,0,0,4,0,0.25,2.5,5.06,"Offensive Holding (3), Offensive Pass Interference (1)",2019
J.Hill,TE,New Orleans,4,31,0,0,4,1,0.24,1.82,3.17,"Offensive Holding (3), False Start (1)",2019
G.Jackson,G,Las Vegas,4,40,0,0,4,0,0.25,2.5,3.1,Offensive Holding (4),2019
B.Mayowa,DE,Las Vegas,4,29,0,0,4,3,0.25,1.81,3.1,"Defensive Offside (3), Roughing the Passer (1)",2019
A.Smith,T,Cincinnati,4,30,0,0,4,2,0.25,1.88,4.3,"False Start (2), Offensive Holding (2)",2019
R.Gunter,DT,Arizona,4,17,0,0,4,1,0.25,1.06,3.31,"Illegal Use of Hands (2), False Start (1), Roughing the Passer (1)",2019
S.Diggs,WR,Minnesota,4,35,0,0,4,2,0.22,1.94,3.92,"False Start (2), Offensive Pass Interference (1), Unsportsmanlike Conduct (1)",2019
B.Jones,CB,Dallas,4,48,0,0,4,0,0.25,3,3.67,"Defensive Pass Interference (3), Face Mask (15 Yards) (1)",2019
S.Mason,OL,New England,4,35,0,0,4,1,0.24,2.06,4.12,"Offensive Holding (3), False Start (1)",2019
L.Alexander,OLB,Buffalo,4,40,0,0,4,0,0.24,2.35,3.23,"Illegal Block Above the Waist (2), Offensive Holding (1), Horse Collar Tackle (1)",2019
H.Henry,TE,LA Chargers,4,35,0,0,4,1,0.25,2.19,3.88,"Offensive Holding (2), False Start (1), Offensive Pass Interference (1)",2019
S.McLendon,NT,N.Y. Jets,4,18,0,0,4,3,0.25,1.13,3.45,"Offensive Holding (1), Defensive Offside (1), Encroachment (1), Neutral Zone Infraction (1)",2019
C.Clark,T,Houston,4,40,0,0,4,1,0.22,2.22,3.28,"Offensive Holding (2), False Start (1), Illegal Blindside Block (1)",2019
V.McDonald,TE,Pittsburgh,4,30,0,0,4,2,0.25,1.88,3.6,"False Start (2), Offensive Pass Interference (1), Offensive Holding (1)",2019
J.Davis,LB,Detroit,4,25,0,0,4,0,0.25,1.56,3.54,"Unnecessary Roughness (2), Defensive Pass Interference (1), Illegal Use of Hands (1)",2019
S.Thomas,DE,San Francisco,4,40,0,0,4,2,0.21,2.11,3.42,"Roughing the Passer (2), Defensive Offside (1), Encroachment (1)",2019
Q.Wilson,CB,Indianapolis,4,37,0,0,4,0,0.25,2.31,5.06,"Defensive Pass Interference (3), Defensive Holding (1)",2019
J.Hardee,CB,New Orleans,4,35,0,0,4,1,0.24,2.06,3.17,"Illegal Block Above the Waist (2), False Start (1), Offensive Holding (1)",2019
C.Clark,DB,Baltimore,4,41,0,0,4,1,0.24,2.41,3.45,"Face Mask (15 Yards) (1), Offensive Holding (1), Unsportsmanlike Conduct (1), Neutral Zone Infraction (1)",2019
M.Nicholson,FS,Washington,4,70,0,0,4,0,0.25,4.38,3.77,"Unnecessary Roughness (2), Defensive Pass Interference (1), Defensive Holding (1)",2019
X.Woods,DB,Dallas,4,49,0,0,4,0,0.25,3.06,3.67,"Unnecessary Roughness (1), Face Mask (15 Yards) (1), Defensive Holding (1), Taunting (1)",2019
J.Haden,CB,Pittsburgh,4,40,0,0,4,0,0.25,2.5,3.6,Defensive Pass Interference (4),2019
F.Moreau,CB,Washington,4,17,0,0,4,0,0.25,1.06,3.77,Defensive Holding (4),2019
T.Johnson,CB,N.Y. Jets,4,40,0,0,4,0,0.25,2.5,3.45,"Defensive Pass Interference (1), Face Mask (15 Yards) (1), Illegal Contact (1), Defensive Holding (1)",2019
W.Richburg,C,San Francisco,4,35,0,0,4,1,0.21,1.84,3.42,"Offensive Holding (2), False Start (1), Illegal Block Above the Waist (1)",2019
D.Reed,FS,San Francisco,4,40,0,0,4,0,0.21,2.11,3.42,"Offensive Holding (2), Defensive Holding (1), Fair Catch Interference (1)",2019
M.Hurst,DT,Las Vegas,4,30,0,0,4,2,0.25,1.88,3.1,"Roughing the Passer (2), Encroachment (1), Neutral Zone Infraction (1)",2019
J.McCourty,CB,New England,4,76,0,0,4,0,0.24,4.47,4.12,"Defensive Pass Interference (2), Illegal Use of Hands (2)",2019
J.Smith,CB,Baltimore,4,25,0,0,4,0,0.24,1.47,3.45,"Defensive Pass Interference (1), Face Mask (15 Yards) (1), Illegal Contact (1), Defensive Holding (1)",2019
R.Nunez-Roches,DL,Tampa Bay,4,28,0,0,4,3,0.25,1.75,2.99,"Neutral Zone Infraction (3), Unnecessary Roughness (1)",2019
J.Harrison,C,N.Y. Jets,4,45,0,0,4,0,0.25,2.81,3.45,"Offensive Holding (3), Illegal Blindside Block (1)",2019
B.Price,C,Cincinnati,4,25,0,0,4,3,0.25,1.56,4.3,"False Start (3), Offensive Holding (1)",2019
W.Hernandez,G,N.Y. Giants,4,40,0,0,4,0,0.25,2.5,4.44,Offensive Holding (4),2019
D.Shelton,DT,New England,4,40,0,0,4,1,0.24,2.35,4.12,"False Start (1), Unnecessary Roughness (1), Roughing the Passer (1), Illegal Use of Hands (1)",2019
D.Schultz,TE,Dallas,4,40,0,0,4,1,0.25,2.5,3.67,"Offensive Holding (2), Unnecessary Roughness (1), Illegal Shift (1)",2019
J.McCray,T,Cleveland,4,20,0,0,4,3,0.25,1.25,3.28,"False Start (3), Ineligible Downfield Pass (1)",2019
D.Lawrence,DT,Cleveland,4,40,0,0,4,0,0.25,2.5,3.28,"Face Mask (15 Yards) (1), Illegal Use of Hands (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",2019
W.Dissly,TE,Seattle,4,30,0,0,4,2,0.22,1.67,3.17,"False Start (2), Offensive Holding (1), Illegal Block Above the Waist (1)",2019
R.Izzo,TE,New England,4,35,0,0,4,1,0.24,2.06,4.12,"Offensive Pass Interference (3), False Start (1)",2019
S.Calhoun,LB,New England,4,18,0,0,4,3,0.24,1.06,4.12,"Neutral Zone Infraction (2), Defensive Offside (1), Defensive Holding (1)",2019
D.Fells,TE,Houston,4,25,0,0,4,3,0.22,1.39,3.28,"False Start (3), Offensive Holding (1)",2019
J.Murray,OL,Arizona,4,17,0,0,4,3,0.25,1.06,3.31,"False Start (3), Ineligible Downfield Pass (1)",2019
J.Addae,SS,Houston,4,50,0,0,4,0,0.22,2.78,3.28,"Defensive Pass Interference (1), Unsportsmanlike Conduct (1), Defensive Holding (1), Chop Block (1)",2019
B.Allen,OL,LA Rams,4,24,0,0,4,2,0.25,1.5,3.39,"False Start (2), Offensive Holding (1), Ineligible Downfield Pass (1)",2019
S.Joseph,DT,LA Rams,4,33,0,0,4,1,0.25,2.06,3.39,"Face Mask (15 Yards) (1), Encroachment (1), Defensive Holding (1), Chop Block (1)",2019
E.Boehm,C,Miami,4,30,0,0,4,2,0.25,1.88,4.35,"False Start (2), Offensive Holding (2)",2019
C.Riley,FS,Las Vegas,4,27,0,0,4,1,0.25,1.69,3.1,"Unnecessary Roughness (1), Offensive Holding (1), Illegal Block Above the Waist (1), Defensive Offside (1)",2019
E.Kush,G,Cleveland,4,25,0,0,4,3,0.25,1.56,3.28,"False Start (3), Offensive Holding (1)",2019
Z.Kerr,DE,Arizona,4,30,0,0,4,2,0.25,1.88,3.31,"Roughing the Passer (1), Illegal Use of Hands (1), Defensive Offside (1), Neutral Zone Infraction (1)",2019
A.Wingard,DB,Jacksonville,4,36,0,0,4,0,0.25,2.25,3.03,"Illegal Block Above the Waist (2), Defensive Pass Interference (1), Illegal Touch Kick (1)",2019
J.Wells,OL,Tampa Bay,4,35,0,0,4,1,0.25,2.19,2.99,"Offensive Holding (2), False Start (1), Illegal Block Above the Waist (1)",2019
R.Ford,SS,Philadelphia,4,38,0,0,4,0,0.24,2.24,3.7,"Illegal Block Above the Waist (2), Offensive Holding (1), Unsportsmanlike Conduct (1)",2019
R.Griffin,TE,N.Y. Jets,4,40,0,0,4,0,0.25,2.5,3.45,Offensive Holding (4),2019
L.Fort,LB,Baltimore,4,44,0,0,4,1,0.24,2.59,3.45,"Roughing the Passer (2), Offensive Holding (1), Neutral Zone Infraction (1)",2019
R.Coward,T,Chicago,4,35,0,0,4,2,0.25,2.19,3.88,"False Start (2), Face Mask (15 Yards) (1), Offensive Holding (1)",2019
J.Burgess,OLB,N.Y. Jets,4,26,0,0,4,0,0.25,1.63,3.45,"Defensive Holding (2), Unnecessary Roughness (1), Lowering the Head to Initiate Contact (1)",2019
M.Purcell,DL,Denver,4,35,0,0,4,1,0.25,2.19,3.6,"Unnecessary Roughness (1), Roughing the Passer (1), Encroachment (1), Defensive Holding (1)",2019
E.Sanders,WR,San Francisco,4,30,0,0,4,2,0.21,1.58,3.42,"False Start (2), Illegal Block Above the Waist (2)",2019
R.Evans,LB,Tennessee,4,36,0,0,4,0,0.21,1.89,3.42,"Unnecessary Roughness (1), Defensive Pass Interference (1), Roughing the Passer (1), Illegal Use of Hands (1)",2019
A.Corbett,OL,LA Rams,4,20,0,0,4,4,0.25,1.25,3.39,False Start (4),2019
D.Hodges,QB,Pittsburgh,4,27,0,0,4,2,0.25,1.69,3.6,"Intentional Grounding (2), False Start (1), Illegal Motion (1)",2019
P.Peterson,CB,Arizona,10,114,4,0,14,2,0.63,7.13,12.39,"Defensive Holding (7), Defensive Pass Interference (4), Defensive Offside (2), Illegal Use of Hands (1)",2020
J.Wills,OL,Cleveland,11,70,0,0,11,8,0.61,3.89,10.38,"False Start (8), Offensive Holding (3)",2020
D.Smith,OL,Tampa Bay,9,70,0,1,10,3,0.45,3.5,9.9,"Offensive Holding (6), False Start (3), Ineligible Downfield Pass (1)",2020
A.Hicks,DT,Chicago,8,62,2,0,10,2,0.47,3.65,10.31,"Roughing the Passer (3), Illegal Use of Hands (2), Neutral Zone Infraction (2), Face Mask (15 Yards) (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",2020
M.Judon,LB,Baltimore,8,72,2,0,10,6,0.44,4,8.55,"Defensive Offside (6), Roughing the Passer (2), Unnecessary Roughness (1), Disqualification (1)",2020
C.Ward,CB,Kansas City,8,101,1,1,10,0,0.42,5.32,7.94,"Defensive Pass Interference (4), Defensive Holding (4), Illegal Use of Hands (1), Unsportsmanlike Conduct (1)",2020
M.Sweat,DL,Washington,10,80,0,0,10,7,0.59,4.71,11.24,"Defensive Offside (4), Neutral Zone Infraction (3), Roughing the Passer (2), Horse Collar Tackle (1)",2020
M.Lattimore,DB,New Orleans,7,72,1,1,9,0,0.39,4,8.41,"Defensive Pass Interference (3), Defensive Holding (3), Illegal Use of Hands (2), Unnecessary Roughness (1)",2020
C.Davis,DB,Tampa Bay,8,106,1,0,9,0,0.4,5.3,8.91,"Defensive Pass Interference (5), Face Mask (15 Yards) (1), Illegal Use of Hands (1), Horse Collar Tackle (1), Defensive Holding (1)",2020
J.Pugh,OL,Arizona,9,58,0,0,9,4,0.56,3.63,7.96,"False Start (4), Offensive Holding (4), Tripping (1)",2020
C.Gardner-Johnson,DB,New Orleans,8,89,1,0,9,0,0.44,4.94,8.41,"Unnecessary Roughness (4), Defensive Holding (4), Defensive Pass Interference (1)",2020
T.Howard,OL,Houston,8,62,1,0,9,3,0.5,3.88,11.25,"False Start (3), Offensive Holding (3), Ineligible Downfield Pass (2), Chop Block (1)",2020
D.Dozier,G,Minnesota,9,74,0,0,9,4,0.56,4.63,10.98,"False Start (4), Offensive Holding (4), Chop Block (1)",2020
Z.Smith,LB,Green Bay,7,55,1,1,9,6,0.39,3.06,9.68,"Defensive Offside (5), Unnecessary Roughness (1), Roughing the Passer (1), Encroachment (1), Defensive Holding (1)",2020
M.Pryor,G,Philadelphia,7,40,2,0,9,6,0.44,2.5,8.41,"False Start (5), Offensive Holding (2), Illegal Formation (1), Ineligible Downfield Pass (1)",2020
D.Lewis,OL,Seattle,9,75,0,0,9,2,0.53,4.41,9.68,"Offensive Holding (5), False Start (2), Tripping (1), Ineligible Downfield Pass (1)",2020
Der.Brown,DL,Carolina,9,47,0,0,9,4,0.56,2.94,9.47,"Illegal Use of Hands (2), Encroachment (2), Defensive Holding (2), Unnecessary Roughness (1), Defensive Offside (1), Neutral Zone Infraction (1)",2020
D.Kirkpatrick,CB,Arizona,7,50,2,0,9,0,0.44,3.13,7.96,"Defensive Pass Interference (5), Defensive Holding (2), Illegal Use of Hands (1), Taunting (1)",2020
T.Williams,OL,San Francisco,8,65,1,0,9,3,0.5,4.06,10.59,"Offensive Holding (6), False Start (3)",2020
D.Fluker,G,Baltimore,6,50,3,0,9,2,0.33,2.78,7.69,"Offensive Holding (6), False Start (1), Illegal Formation (1), Ineligible Downfield Pass (1)",2020
X.Howard,DB,Miami,6,67,0,2,8,0,0.38,4.19,10.81,"Defensive Pass Interference (4), Defensive Holding (2), Face Mask (15 Yards) (1), Disqualification (1)",2020
J.Bosa,DL,LA Chargers,7,63,1,0,8,4,0.44,3.94,9.41,"Roughing the Passer (3), Defensive Offside (2), Neutral Zone Infraction (2), Unnecessary Roughness (1)",2020
C.Jones,DL,Kansas City,7,66,1,0,8,3,0.37,3.47,6.35,"Roughing the Passer (3), Defensive Offside (3), Illegal Use of Hands (2)",2020
M.Humphrey,DB,Baltimore,5,116,3,0,8,0,0.28,6.44,6.84,"Defensive Pass Interference (7), Defensive Holding (1)",2020
J.Lewis,DB,Dallas,8,105,0,0,8,0,0.5,6.56,8.33,"Defensive Pass Interference (4), Defensive Holding (2), Unnecessary Roughness (1), Illegal Contact (1)",2020
Q.Nelson,OL,Indianapolis,6,55,1,1,8,1,0.35,3.24,8.33,"Offensive Holding (6), False Start (1), Ineligible Downfield Pass (1)",2020
B.O'Neill,OL,Minnesota,7,45,1,0,8,5,0.44,2.81,9.76,"False Start (5), Offensive Holding (2), Illegal Use of Hands (1)",2020
J.Smith,LB,Dallas,7,82,1,0,8,1,0.44,5.13,8.33,"Defensive Pass Interference (2), Illegal Contact (2), Face Mask (15 Yards) (1), Roughing the Passer (1), Neutral Zone Infraction (1), Lowering the Head to Initiate Contact (1)",2020
J.Hankins,DL,Las Vegas,8,57,0,0,8,3,0.5,3.56,8.16,"Encroachment (2), Defensive Holding (2), Unnecessary Roughness (1), Face Mask (15 Yards) (1), Roughing the Passer (1), Neutral Zone Infraction (1)",2020
S.Barrett,LB,Tampa Bay,7,45,0,1,8,7,0.35,2.25,7.92,"Neutral Zone Infraction (4), Defensive Offside (3), Roughing the Passer (1)",2020
J.Tillery,DL,LA Chargers,8,59,0,0,8,4,0.5,3.69,9.41,"Roughing the Passer (2), Defensive Offside (2), Face Mask (15 Yards) (1), Illegal Use of Hands (1), Illegal Formation (1), Neutral Zone Infraction (1)",2020
B.Breeland,CB,Kansas City,6,49,2,0,8,0,0.32,2.58,6.35,"Defensive Pass Interference (4), Illegal Use of Hands (2), Illegal Contact (1), Defensive Holding (1)",2020
W.Jackson III,CB,Cincinnati,6,67,1,1,8,0,0.38,4.19,9.52,"Defensive Pass Interference (5), Illegal Contact (1), Illegal Use of Hands (1), Unsportsmanlike Conduct (1)",2020
T.Mullen,CB,Las Vegas,8,87,0,0,8,1,0.5,5.44,8.16,"Defensive Pass Interference (4), Face Mask (15 Yards) (1), Offensive Holding (1), Defensive Offside (1), Defensive Holding (1)",2020
R.Evans,LB,Tennessee,7,79,1,0,8,0,0.41,4.65,9.09,"Face Mask (15 Yards) (2), Defensive Holding (2), Unnecessary Roughness (1), Roughing the Passer (1), Illegal Use of Hands (1), Disqualification (1)",2020
B.Austin,CB,N.Y. Jets,6,65,2,0,8,0,0.38,4.06,7.92,"Defensive Pass Interference (3), Defensive Holding (2), Face Mask (15 Yards) (1), Illegal Contact (1), Unsportsmanlike Conduct (1)",2020
M.Peters,DB,Baltimore,6,81,1,1,8,0,0.33,4.5,6.84,"Defensive Pass Interference (3), Unnecessary Roughness (2), Defensive Holding (2), Illegal Use of Hands (1)",2020
M.Jackson,DT,Philadelphia,8,57,0,0,8,4,0.5,3.56,7.48,"Unnecessary Roughness (3), Encroachment (3), Roughing the Passer (1), Defensive Offside (1)",2020
