Rank,Name,Team,Position,Games Played,Solo Tackles,Assist Tackles,Total Tackles,Sacks,Sack Yards,Tackles for Loss,Passes Defended,Interceptions,Interception Yards,Long Interception,Interception Touchdowns,Forced Fumbles,Fumbles Recovered,Fumble Touchdowns,Year
989,Dee Virgin,CHI,CB,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Daniel Brunskill,SF,OT,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Stefon Diggs,BUF,WR,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Sterling Shepard,NYG,WR,7,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Ken Crawley,NO,CB,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Cameron Malveaux,PHI,DE,3,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mo Alie-Cox,IND,TE,17,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Geoff Swaim,TEN,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Kevin Rader,PIT,TE,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Younghoe Koo,ATL,PK,17,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,River Cracraft,SF,WR,6,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0,2021
989,Austin Corbett,LAR,C,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Zach Triner,TB,LS,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Brandon Parker,LV,OT,17,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Darrel Williams,KC,RB,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Curtis Bolton III,DET,LB,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Ryan Connelly,MIN,LB,12,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Connor Strachan,HOU,LB,3,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Devontae Booker,NYG,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mike Thomas,CIN,WR,12,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,2021
989,Dontrell Hilliard,TEN,RB,8,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,David Moa,NYG,DT,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Tre'Quan Smith,NO,WR,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Isaiah Mack,BAL,DT,2,1,2,3,1.0,8,1,0,0,0,0,0,0,0,0,2021
989,D'Angelo Ross,NE,CB,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Blake Cashman,NYJ,LB,3,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Jace Whittaker,ARI,CB,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Blake Ferguson,MIA,LS,17,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0,2021
989,Rigoberto Sanchez,IND,P,17,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Jabari Zuniga,NYJ,DE,3,1,2,3,1.0,8,0,0,0,0,0,0,1,0,0,2021
989,Ty Johnson,NYJ,RB,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Rashod Berry,DET,DE,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,T.J. Smith,MIN,DT,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Darius Slayton,NYG,WR,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Ja'Marcus Bradley,CLE,WR,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Nathan Cottrell,JAX,RB,4,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mitchell Wilcox,CIN,TE,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Dan Chisena,MIN,WR,11,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Nick Westbrook-Ikhine,TEN,WR,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Jamie Gillan,CLE,P,12,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mitch Wishnowsky,SF,P,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Khalil Herbert,CHI,RB,17,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mark Gilbert,DET,CB,8,2,1,3,0.0,0,0,1,0,0,0,0,1,0,0,2021
989,Dominique Dafney,GB,TE,10,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,2021
989,Antoine Brooks Jr.,LAR,LB,8,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Robert Jackson,BAL,CB,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Myles Dorn,MIN,S,9,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,La'Darius Hamilton,GB,DE,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Reggie Gilliam,BUF,FB,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Keandre Jones,CIN,LB,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Harrison Bryant,CLE,TE,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Quez Watkins,PHI,WR,17,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,James Robinson,JAX,RB,14,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Malcolm Koonce,LV,DE,5,2,1,3,2.0,15,2,0,0,0,0,0,0,0,0,2021
989,Amari Rodgers,GB,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Tee Higgins,CIN,WR,14,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Marvin Wilson,PHI,DT,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Victor Dimukeje,ARI,LB,14,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Richard LeCounte III,CLE,S,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Najee Harris,PIT,RB,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Jalen Reagor,PHI,WR,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,JaCoby Stevens,PHI,LB,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Brock Wright,DET,TE,10,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Christian Elliss,PHI,LB,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Ledarius Mack,CHI,LB,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Andrew Thomas,NYG,OT,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mark Webb Jr.,LAC,S,7,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Kyle Pitts,ATL,TE,17,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Azur Kamara,DAL,DE,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Ja'Marr Chase,CIN,WR,17,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Mac McCain III,PHI,CB,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Rachad Wildgoose,NYJ,CB,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
989,Tommy Tremble,CAR,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Matt Overton,LAC,LS,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Brandon Graham,PHI,DE,2,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0,2021
1079,Jon Weeks,HOU,LS,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Nate Solder,NYG,OT,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Julio Jones,TEN,WR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Andy Dalton,CHI,QB,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Luke Stocker,MIN,TE,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Riley Reiff,CIN,OT,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kevin Zeitler,BAL,G,17,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Nate Ebner,NYG,S,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Aaron Brewer,ARI,LS,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tavon Austin,JAX,WR,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Keenan Allen,LAC,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,David Quessenberry,TEN,OT,17,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,2021
1079,Rex Burkhead,HOU,RB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ryan Jensen,TB,C,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tress Way,WSH,P,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Mike Evans,TB,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jeremiah Attaochu,CHI,LB,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Brandon Linder,JAX,C,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Richard Rodgers,PHI,TE,3,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Allen Robinson,CHI,WR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Taysom Hill,NO,TE,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,MyCole Pruitt,TEN,TE,16,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Daniel Brown,NYJ,TE,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Rick Lovato,PHI,LS,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Mark Nzeocha,SF,LB,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Adam Humphries,WSH,WR,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,DeVante Parker,MIA,WR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jordan Richards,BAL,S,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Woodrow Hamilton IV,NYG,DT,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,DeAndre Carter,WSH,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,George Fant,NYJ,OT,15,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,2021
1079,C.J. Board,NYG,WR,6,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Andy Janovich,CLE,FB,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kenny Golladay,NYG,WR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Eric Saubert,DEN,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Karl Joseph,PIT,S,2,1,1,2,0.0,0,0,1,0,0,0,0,0,0,0,2021
1079,Vince Biegel,MIA,LB,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Zach Pascal,IND,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Hardy Nickerson,HOU,LB,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Christian Kuntz,PIT,LS,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tevin Coleman,NYJ,RB,11,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jeremy Sprinkle,DAL,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jonathan Williams,WSH,RB,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Brandin Bryant,BUF,DT,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Thomas Hennessy,NYJ,LS,17,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Garrett Griffin,NO,TE,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,George Kittle,SF,TE,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Austin Hooper,CLE,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Maurice Hurst II,SF,DT,2,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0,2021
1079,Vincent Taylor,HOU,DT,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kylie Fitts,ARI,LB,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tim Harris,CLE,CB,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Pharoh Cooper,NYG,WR,8,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Matt Breida,BUF,RB,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Boston Scott,PHI,RB,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Laquon Treadwell,JAX,WR,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Durham Smythe,MIA,TE,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Bradley Bozeman,BAL,C,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Keelan Cole Sr.,NYJ,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jakob Johnson,NE,FB,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Logan Cooke,JAX,P,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Elgton Jenkins,GB,G,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Freedom Akinmoladun,NYJ,DT,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Mike Gesicki,MIA,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tyreek Hill,KC,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Abdullah Anderson,GB,DT,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Chase Edmonds,ARI,RB,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jimmy Moreland,HOU,CB,7,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Noah Brown,DAL,WR,13,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Khari Blasingame,TEN,FB,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Buddy Howell,LAR,RB,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,David Njoku,CLE,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Qadree Ollison,ATL,RB,8,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,2021
1079,Ben Banogu,IND,DE,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jacob Hollister,JAX,TE,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Drew Sample,CIN,TE,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ryan Nall,CHI,FB,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Allen Lazard,GB,WR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Hunter Renfrow,LV,WR,17,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,2021
1079,Mike Boone,DEN,RB,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jake Gervase,LAR,S,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Sammis Reyes,WSH,TE,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ali Marpet,TB,G,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ray-Ray McCloud III,PIT,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jamal Perry,MIA,CB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Noah Dawkins,NYJ,LB,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Andy Isabella,ARI,WR,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Scotty Miller,TB,WR,9,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,2021
1079,Emeke Egbule,LAC,LB,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Chauncey Rivers,GB,LB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Joe Burrow,CIN,QB,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jakobi Meyers,NE,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,K.J. Osborn,MIN,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Javaris Davis,MIA,CB,1,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,2021
1079,Joe Giles-Harris,BUF,LB,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Michael Jackson,SEA,CB,2,1,1,2,0.0,0,0,2,0,0,0,0,0,0,0,2021
1079,Josh Allen,BUF,QB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ross Matiscik,JAX,LS,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Raequan Williams,PHI,DE,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jonah Jackson,DET,G,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Dawson Knox,BUF,TE,15,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,2021
1079,Noah Togiai,PHI,TE,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ben Ellefson,MIN,TE,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Elijah Campbell,MIA,S,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jesper Horsted,CHI,TE,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kamal Martin,CAR,LB,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jack Stoll,PHI,TE,16,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Mecole Hardman,KC,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Trayveon Williams,CIN,RB,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jonathan Marshall,NYJ,DT,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Gabe Nabers,LAC,FB,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Bradlee Anae,DAL,DE,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Michael Pittman Jr.,IND,WR,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jake Curhan,SEA,OT,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Damar Hamlin,BUF,S,14,2,0,2,0.0,0,0,2,0,0,0,0,0,0,0,2021
1079,Rashad Weaver,TEN,LB,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Noah Fant,DEN,TE,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,T.J. Hockenson,DET,TE,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jake Funk,LAR,RB,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Lucas Niang,KC,OT,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tay Gowan,TEN,CB,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Michael Jordan,CAR,G,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jabril Cox,DAL,LB,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tyler Coyle,DAL,S,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Daniel Archibong,PIT,DT,2,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kaden Smith,NYG,TE,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,John Bates,WSH,TE,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Ezra Cleveland,MIN,G,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Isaiah McDuffie,GB,LB,13,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Noah Gray,KC,TE,16,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Kendrick Green,PIT,G,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Dazz Newsome,CHI,WR,3,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Buddy Johnson,PIT,LB,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Larry Rountree III,LAC,RB,12,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,CeeDee Lamb,DAL,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Trey Sermon,SF,RB,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Mac Jones,NE,QB,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,DeVonta Smith,PHI,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,2021
1079,Kary Vincent Jr.,PHI,CB,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Tory Carter,TEN,FB,8,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,2021
1079,Joshua Palmer,LAC,WR,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Austin Faoliu,DAL,DT,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Laviska Shenault Jr.,JAX,WR,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Donovan Peoples-Jones,CLE,WR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jay Tufele,JAX,DT,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Austin Jackson,MIA,G,17,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Jordan Mailata,PHI,OT,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Trevor Lawrence,JAX,QB,17,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Dyami Brown,WSH,WR,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Anthony Schwartz,CLE,WR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Malik Taylor,GB,WR,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,Deonte Harty,NO,WR,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2021
1079,John Cominsky,ATL,DE,4,2,0,2,0.0,0,1,0,0,0,0,0,0,0,0,2021
1242,Jason Peters,CHI,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mason Crosby,GB,PK,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Clark Harris,CIN,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Danny Amendola,HOU,WR,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,JJ Jansen,CAR,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jared Cook,LAC,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Colt McCoy,ARI,QB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jimmy Graham,CHI,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Trent Williams,SF,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Emmanuel Sanders,BUF,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Morgan Cox,TEN,LS,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tyron Smith,DAL,OT,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,A.J. Green,ARI,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Rodney Hudson,ARI,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jabaal Sheard,MIA,DE,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Lee Smith,ATL,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Chris Hogan,NO,WR,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Jake McQuaide,DAL,LS,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Kirk Cousins,MIN,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mohamed Sanu,SF,WR,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Travis Benjamin,SF,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tahir Whitehead,ARI,LB,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Marvin Jones Jr.,JAX,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Tom Compton,SF,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Bobby Massie,DEN,OT,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Greg Van Roten,NYJ,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Cordarrelle Patterson,ATL,RB,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Justin Pugh,ARI,G,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Terron Armstead,NO,OT,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Giovani Bernard,TB,RB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Mike Glennon,NYG,QB,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
1242,Marquise Goodwin,CHI,WR,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2021
